분류,지역(시),지역(구),기관(시설)명1,기관(시설)명2,전화번호,홈페이지주소,주소,상세주소
기초정신건강증진센터,울산광역시,중구,울산중구정신건강복지센터,,052-292-2900,www.junggumental.or.kr,울산광역시 중구 외솔큰길 225 중구보건소 3층,
기초정신건강증진센터,대전광역시,대덕구,대전대덕구정신건강복지센터,,042-931-1671,www.omind.or.kr,대전광역시 대덕구 석봉로38번길 55 별관 2층 (석봉동 대덕구보건소),
기초정신건강증진센터,대전광역시,유성구,대전유성구정신건강복지센터,,042-825-3527,www.yesmental.or.kr,대전광역시 유성구 유성대로 730번길 51 2층,
기초정신건강증진센터,대전광역시,서구,대전서구정신건강복지센터,,042-488-9741,www.emind.or.kr,대전광역시 서구 만년로 74 서구보건소 6층,
기초정신건강증진센터,대전광역시,중구,대전중구정신건강복지센터,,042-257-9930,www.djjunggu.go.kr/html/mental,대전광역시 중구 수도산로 15(대흥동),
기초정신건강증진센터,대전광역시,동구,대전동구정신건강복지센터,,042-673-4619,www.omind.or.kr,대전광역시 동구 현암로 22(삼성동),
기초정신건강증진센터,광주광역시,광산구,광주광산구정신건강복지센터,,062-941-8568,www.gsgmc.or.kr,광주광역시 광산구 상무대로 239-1 3층,
기초정신건강증진센터,광주광역시,북구,광주북구정신건강복지센터,,062-267-5510,www.gbcmhc.or.kr,광주광역시 북구 북문대로 43 2층,
기초정신건강증진센터,광주광역시,남구,광주남구정신건강복지센터,,062-676-8236,www.adolesunrise.net,광주광역시 남구 봉선로 1,
기초정신건강증진센터,광주광역시,서구,광주서구정신건강복지센터,,062-350-4195,www.haniemhc,광주광역시 서구 운천로 172번길 32 상무금호보건지소 2층 정신보건팀,
기초정신건강증진센터,광주광역시,동구,광주동구정신건강복지센터,,062-233-0468,www.hmt.or.kr,광주광역시 동구 서남로 1 동구보건소 2층,
기초정신건강증진센터,인천광역시,강화군,강화군정신건강복지센터,,032-930-4077,www.ganghwa.go.kr,인천광역시 강화군 강화읍 충렬사로 26-1,
기초정신건강증진센터,인천광역시,서구,서구정신건강복지센터,,032-560-5006,www.ismhc.co.kr,인천광역시 서구 탁옥로 39 서구 보건소 4층,
기초정신건강증진센터,인천광역시,계양구,계양구정신건강복지센터,,032-547-7087,www.inmind.or.kr,인천광역시 계양구 장기서로8 장기보건지소 3층,
기초정신건강증진센터,인천광역시,부평구,삼산정신건강복지센터,,032-330-1371,www.ssmhc.or.kr,인천광역시 부평구 평천로 447,
기초정신건강증진센터,인천광역시,부평구,부평정신건강복지센터,,032-330-5602,www.bpmhc.co.kr,인천광역시 부평구 부흥로 287 보건소 별관2층,
기초정신건강증진센터,인천광역시,남동구,남동구정신건강복지센터,,032.465-6412,www.ndmhc.or.kr,인천광역시 남동구 인주대로819 문화빌딩 6층,
기초정신건강증진센터,인천광역시,연수구,연수구정신건강복지센터,,032-899-9430,www.ysmhc.com,인천광역시 예술로 20번길 15 기억과마음치매정신통합센터3층,
기초정신건강증진센터,인천광역시,미추홀구,미추홀구정신건강복지센터,,032-421-4045,www.ndmhc.or.kr,인천광역시 미추홀구 독정이로 95 미추홀구청 본관3청사 2층,
기초정신건강증진센터,인천광역시,동구,동구정신건강복지센터,,032-765-3690,www.inmind.or.kr,인천광역시 동구 인중로 377 2층,
기초정신건강증진센터,인천광역시,중구,중구정신건강복지센터,,032-760-6090,www.happymind.or.kr,인천광역시 중구 참외전로 72번길21 5층,
기초정신건강증진센터,대구광역시,달성군,달성군정신건강복지센터,,053-643-0199,www.mind119.or.kr,대구광역시 달성군 옥포면 비슬로 458길 6-2 3층,
기초정신건강증진센터,대구광역시,달서구,달서구정신건강복지센터,,053-637-7852,www.dsmhc.or.kr,대구광역시 달서구 학산로 50 월성문화관 내,
기초정신건강증진센터,대구광역시,수성구,수성구정신건강복지센터,,053-756-5860,www.sgmhc.co.kr,대구광역시 수성구 수성로213,
기초정신건강증진센터,대구광역시,북구,북구정신건강복지센터,,053-353-3631,www.eosmhc.or.kr,대구광역시 북구 성북로 43 4층,
기초정신건강증진센터,대구광역시,남구,남구정신건강복지센터,,053-664-3700,www.monami.or.kr,대구광역시 남구 대명2동 영선길34 남구보건소 5층,
기초정신건강증진센터,대구광역시,서구,서구정신건강복지센터,,053-564-2595,www.sgmhc.co.kr,대구광역시 서구 북비산로71길7,
기초정신건강증진센터,대구광역시,동구,동구정신건강복지센터,,053-983-8340,www.dsmhc.or.kr,대구광역시 동구 동촌로79 동구보건소 4층,
기초정신건강증진센터,대구광역시,중구,중구정신건강복지센터,,053-256-2900,www.monami.or.kr,대구광역시 중구 태평로 45 중구보건소 3층,
기초정신건강증진센터,부산광역시,해운대구,해운대구정신건강복지센터,,051-741-3567,www.hmhc.or.kr,부산광역시 해운대구 양운로 37번길 59 보건소 내 2층,
기초정신건강증진센터,부산광역시,부산진구,부산진구정신건강복지센터,,051-638-2662,www.beautymind.or.kr,부산광역시 부산진구 시민공원로 30 부산진구청 별관 건강증진센터 내 2층,
기초정신건강증진센터,부산광역시,중구,부산중구정신건강복지센터,,051-257-7057,www.jmhc.co.kr,부산광역시 중구 흑교로48 2층,
기초정신건강증진센터,부산광역시,영도구,영도구정신건강복지센터,,051-404-3379,www.yeongdomind.or.kr,부산광역시 영도구 동삼북로2 동삼1주공아파트 상가 209호,
기초정신건강증진센터,부산광역시,연제구,연제구정신건강복지센터,,051-861-1914,www.ymhc.or.kr,부산광역시 연제구 연제로2 연제구보건소2층,
기초정신건강증진센터,부산광역시,수영구,수영구정신건강복지센터,,051-714-5681,www.growthmhc.or.kr,부산광역시 수영구 수영로 637-5 수영구보건소 2층,
기초정신건강증진센터,부산광역시,서구,부산서구정신건강복지센터,,051.246.1981,www.bhmhc.co.kr,부산광역시 서구 부용로 30 서구보건소 2층 202호,
기초정신건강증진센터,부산광역시,사하구,사하구정신건강복지센터,,051-265-0512,www.ssmhc.co.kr,부산광역시 사하구 장림번영로 41,한국메디컬빌딩 5층
기초정신건강증진센터,부산광역시,사상구,사상구정신건강복지센터,,051-314-4101,www.ssmhc.co.kr,부산광역시 사상구 가야대로196번길 51 3층 (학장동 다누림센터),
기초정신건강증진센터,부산광역시,북구,부산북구정신건강복지센터,,051-334-3200,www.bmhc.co.kr,부산광역시 북구 만덕대로 89번길 9,
기초정신건강증진센터,부산광역시,동래구,동래구정신건강복지센터,,051-507-7306,www.dnmhc.co.kr,부산광역시 동래구 명륜로 187번길 56 동래구보건소 4층,
기초정신건강증진센터,부산광역시,동구,동구정신건강복지센터,,051-911-4600,www.dmhc.co.kr,부산광역시 동구 구청로 1,동구의회 2층
기초정신건강증진센터,부산광역시,남구,남구정신건강복지센터,,051-626-4660,www.namgumhc.or.kr,부산광역시 남구 유엔평화로 4번길 61 3층,
기초정신건강증진센터,부산광역시,기장군,기장군정신건강복지센터,,051-727-5386,www.gijangmhc.or.kr,부산광역시 기장군 정관읍 용수로11 정관지소 4층,
기초정신건강증진센터,부산광역시,금정구,금정구정신건강복지센터,,051-518-8700,www.mhmc.kr,부산광역시 금정구 중앙대로 1777 금정구청 별관 5층,
기초정신건강증진센터,부산광역시,강서구,부산강서구정신건강복지센터,,051-970-3417,www.brightmaum.or.kr,부산광역시 강서구 공항로 811번길 10,강서브라이트센터 내 보건소 3층
기초정신건강증진센터,서울특별시,강동구,강동구정신건강복지센터,,02-471-3055,www.happygd.co.kr,서울특별시 강동구 성내로 45 1층,
기초정신건강증진센터,서울특별시,송파구,송파구정신건강복지센터,,02-2147-5030,www.spmind.or.kr,서울특별시 송파구 양산로 5,
기초정신건강증진센터,서울특별시,강남구,강남구정신건강복지센터,,02-2226-0344,www.smilegn.kr,서울특별시 강남구 일원로9길 38 3층,
기초정신건강증진센터,서울특별시,서초구,서초구정신건강복지센터,,02-2155-8232,www.scgmhc.or.kr,서울특별시 서초구 염곡말길 9 느티나무쉼터 3층,
기초정신건강증진센터,서울특별시,관악구,관악구정신건강복지센터,,02-879-4911,www.gwanakmaum.or.kr/,서울특별시 관악구 관악로 145 3동 4층,
기초정신건강증진센터,서울특별시,동작구,동작구 정신건강복지센터,,02-820-4072,www.dongjak.go.kr,서울특별시 동작구 남부순환로 2025,
기초정신건강증진센터,서울특별시,영등포구,영등포구정신건강복지센터,,02-2670-4793,www.ydp.go.kr/health/main.do,서울특별시 영등포구 당산로 123 영등포구보건소 4층,
기초정신건강증진센터,서울특별시,금천구,금천구정신건강복지센터,,02-3281-9314,gcmhc.modoo.at/,서울특별시 금천구 시흥대로 123길 11 5층,
기초정신건강증진센터,서울특별시,구로구,구로구정신건강복지센터,,02-861-2284,www.grcmhc.or.kr,서울특별시 구로구 새말로 60,
기초정신건강증진센터,서울특별시,강서구,강서구정신건강복지센터,,02-2600-5926,www.kscmhc.or.kr,서울특별시 강서구 공항대로 561 강서구보건소 지하1층,
기초정신건강증진센터,서울특별시,양천구,양천구정신건강복지센터,,02-2061-8881,www.yctouch.or.kr,서울특별시 양천구 목동서로 339 양천구보건소 지하1층,
기초정신건강증진센터,서울특별시,마포구,마포구정신건강복지센터,,02-3272-4937,mapomhc.org,서울특별시 마포구 성산로4길 15 3층,
기초정신건강증진센터,서울특별시,서대문구,서대문구정신건강복지센터,,02-3140-8081,health.sdm.go.kr,서울특별시 서대문구 연희로 290 4층,
기초정신건강증진센터,서울특별시,은평구,은평구정신건강복지센터,,02-351-8680,health.ep.go.kr,서울특별시 은평구 연서로34길 11,
기초정신건강증진센터,서울특별시,노원구,노원구정신건강복지센터,,02-2116-4591,www.nowonmind.or.kr,서울특별시 노원구 노해로 437,
기초정신건강증진센터,서울특별시,도봉구,도봉구정신건강복지센터,,02-2091-5231,health.dobong.go.kr,서울특별시 도봉구 방학로3길 117 1층,
기초정신건강증진센터,서울특별시,강북구,강북구정신건강복지센터,,02-985-0222,ehealth.gangbuk.go.kr/site/kr/maeum,서울특별시 강북구 삼양로 19길 154 삼각산분소 3층,
기초정신건강증진센터,서울특별시,성북구,성북구정신건강복지센터,,02-2241-6313,www.sbcmhc1.or.kr,서울특별시 성북구 화랑로 63 성북구보건소 6층,
기초정신건강증진센터,서울특별시,중랑구,중랑구정신건강복지센터,,02-3422-3804,mind.jungang.go.kr/mind/main.do,서울특별시 중랑구 면목로238 중랑구민회관 1층,
기초정신건강증진센터,서울특별시,동대문구,동대문구정신건강복지센터,,02-963-1621,ddmmind.net,서울특별시 동대문구 홍릉로81 2층,
기초정신건강증진센터,서울특별시,광진구,광진구정신건강복지센터,,02-450-1895,www.hopegj.or.kr,서울특별시 광진구 긴고랑로 110 중곡종합건강센터 4층,
기초정신건강증진센터,서울특별시,성동구,성동구정신건강복지센터,,02-2298-1080,www.mindcare.or.kr,서울특별시 성동구 행당로12,
기초정신건강증진센터,서울특별시,용산구,용산구정신건강복지센터,,02-2199-8340,ysmind.org,서울특별시 용산구 녹사평대로 150 용산보건소 1층,
기초정신건강증진센터,서울특별시,중구,중구정신건강복지센터,,02-2236-6606,www.happygd.or.kr,서울특별시 중구 서소문로 6길 16 3층,
기초정신건강증진센터,서울특별시,종로구,종로구정신건강복지센터,,02-745-0199,www.smilegn.net,서울특별시 종로구 성균관로 15길 10,
자살예방센터,경기도,의정부시,의정부시정신건강복지센터 부설 자살예방센터,,031-894-8089,www.umind.or.kr,의정부시 범골로 131,
자살예방센터,경기도,부천시 오정구,부천시자살예방센터,,032-654-4024,www.bucheonlove.co.kr,부천시 성오로 172,오정 어울마당 3층
자살예방센터,서울특별시,송파구,송파구정신건강복지센터,,02-2147-5030,www.spmind.or.kr,송파구 양산로 5,
